psmiles,wpsmiles,original_index,n_distinct_monomers,refractive_index,legacy_test_fold
C=COCCOCC(CNC(=O)CN(CC=Cn1c(=O)c2cc3c(=O)n(-c4ccc(OC(=O)c5ccc(-c6cc(F)c(C(=O)OCC(=O)OCC(C)COC7c8ccccc8OC7c7c[nH]c8cc(*)ncc78)cc6C(=O)OCC)cc5)cc4)c(=O)c3cc2c1=O)N=Nc1ccc(C(F)(F)F)cc1)Oc1ccc(*)nc1C(=O)OCC,[*:1]c1cc2[nH]cc([*:2])c2cn1.[*:3]C1Oc2ccccc2C1[*:4].CC(CO[*:5])COC(=O)COC(=O)[*:6].[*:7]c1cc(C(=O)OCC)c([*:8])cc1F.[*:9]c1ccc(C(=O)Oc2ccc(-n3c(=O)c4cc5c(=O)n([*:10])c(=O)c5cc4c3=O)cc2)cc1.[*:11]C=CCN(C[*:12])N=Nc1ccc(C(F)(F)F)cc1.C=COCCOCC(CNC(=O)[*:13])O[*:14].[*:15]c1ccc([*:16])nc1C(=O)OCC|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,5681,8,1.6985331773757937,3
Cc1c(*)cnc(Cl)c1-c1ccc(*)c2nsnc12,[*:1]c1cnc(Cl)c([*:2])c1C.[*:3]c1ccc([*:4])c2nsnc12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5,24349,2,1.5714921951293943,2
C=CCNC(=S)NC(COCN(CC=Cc1cc(F)c(CN(CC=Cc2ccnc(C(=O)OC(C(N)=O)C(CCC)N*)n2)C(=O)c2c(F)cccc2F)c2nsnc12)C(=O)Nc1ccc(F)cc1)COC(=O)Nc1ccc(Br)c(F)c1NC(=O)CSC(C)SCC(=O)*,CCCC(N[*:1])C(OC(=O)[*:2])C(N)=O.[*:3]c1nccc([*:4])n1.[*:5]C=CCN(C[*:6])C(=O)c1c(F)cccc1F.[*:7]c1c(F)cc([*:8])c2nsnc12.[*:9]C=CCN(C[*:10])C(=O)Nc1ccc(F)cc1.C=CCNC(=S)NC(CO[*:11])COC(=O)[*:12].[*:13]Nc1ccc(Br)c(F)c1NC(=O)CSC(C)SCC([*:14])=O|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,7668,7,1.5646347999572754,1
CCOC(=O)c1c(-c2cc(OCC)cc(C(=O)CC(CC(=O)OCC3(OOCC(F)(F)CNC(=O)CCOC(=O)c4cc(C(=O)OC)c(*)cc4C(=O)OC)CCc4ccccc43)c3cccc(F)c3F)c2)nn(C)c1-c1cccc(Oc2cc(NC(=O)OCc3ccccc3)cc(OC(=O)c3cc(F)ccc3C(=O)*)c2)c1F,[*:1]c1cc(C(=O)OC)c([*:2])cc1C(=O)OC.O=C(CCOC(=O)[*:3])NCC(F)(F)CO[*:4].[*:5]OC1(COC(=O)CC(CC([*:6])=O)c2cccc(F)c2F)CCc2ccccc21.[*:7]c1cc([*:8])cc(OCC)c1.[*:9]c1nn(C)c([*:10])c1C(=O)OCC.[*:11]c1cccc([*:12])c1F.[*:13]Oc1cc(NC(=O)OCc2ccccc2)cc(OC(=O)c2cc(F)ccc2C([*:14])=O)c1|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,19219,7,1.576573371887207,5
COC(=O)c1cc(CC(C)(C(C)=O)c2cc(C(C)=O)cc(-c3cscc3-c3c(C)ncc(*)c3C)c2)cc(C(=O)OC)c1-c1cncc(C(Cc2ccc(C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)c3cc(S(C)(=O)=O)cc(*)c3N)[nH]2)c2cccc(C)n2)c1C(=O)O,[*:1]c1cc(S(C)(=O)=O)cc([*:2])c1N.[*:3]C(F)(F)C([*:4])(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[*:5]c1ccc([*:6])[nH]1.[*:7]CC([*:8])c1cccc(C)n1.[*:9]c1cncc([*:10])c1C(=O)O.[*:11]c1c(C(=O)OC)cc([*:12])cc1C(=O)OC.[*:13]CC([*:14])(C)C(C)=O.[*:15]c1cc([*:16])cc(C(C)=O)c1.[*:17]c1cscc1[*:18].[*:19]c1c(C)ncc([*:20])c1C|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|<1-19:.25:.25<1-20:.25:.25<1-3:.25:.25<1-4:.25:.25<2-19:.25:.25<2-20:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-17:.25:.25<15-18:.25:.25<16-13:.25:.25<16-14:.25:.25<16-17:.25:.25<16-18:.25:.25<17-15:.25:.25<17-16:.25:.25<17-19:.25:.25<17-20:.25:.25<18-15:.25:.25<18-16:.25:.25<18-19:.25:.25<18-20:.25:.25<19-17:.25:.25<19-18:.25:.25<19-1:.25:.25<19-2:.25:.25<20-17:.25:.25<20-18:.25:.25<20-1:.25:.25<20-2:.25:.25,6693,10,1.5981991291046145,4
CCCCCC(=O)OC(CC(=O)NCCCCNC(=O)C(CC)Nc1cc(C(C*)C(F)(F)C(F)(F)F)ccc1OC)C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(-c5ccc(C(=O)O)c(-c6cc(-c7cc(F)c(*)c([N+](=O)[O-])c7F)c(OC)c7ncccc67)c5OC(F)F)cc4C3=O)cc2)c1,[*:1]CC([*:2])C(F)(F)C(F)(F)F.[*:3]c1ccc(OC)c([*:4])c1.CCC(N[*:5])C(=O)NCCCCNC(=O)[*:6].[*:7]CC([*:8])OC(=O)CCCCC.[*:9]C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc([*:10])cc4C3=O)cc2)c1.[*:11]c1ccc(C(=O)O)c([*:12])c1OC(F)F.[*:13]c1cc([*:14])c(OC)c2ncccc12.[*:15]c1cc(F)c([*:16])c([N+](=O)[O-])c1F|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,14394,8,1.2731163501739502,1
C=CCCNC(COC(=O)CCCCCCNC(=O)c1ccc(C(=O)Nc2cc(-c3ccc(C(=O)OCC(CC(=C)Cl)Oc4cc(F)cc(OCC(C=C)NC(=O)C(C)(CC)OC(=O)*)c4N)nc3C(=O)O)cc3cn[nH]c23)cc1)COC(C*)P(=O)(OCC)N(C)C,[*:1]CC([*:2])P(=O)(OCC)N(C)C.C=CCCNC(CO[*:3])COC(=O)[*:4].[*:5]CCCCCCNC(=O)c1ccc(C(=O)N[*:6])cc1.[*:7]c1cc([*:8])cc2cn[nH]c12.[*:9]c1ccc([*:10])nc1C(=O)O.C=C(Cl)CC(COC(=O)[*:11])O[*:12].[*:13]c1cc(F)cc([*:14])c1N.C=CC(CO[*:15])NC(=O)C(C)(CC)OC(=O)[*:16]|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,11441,8,1.521936535835266,3
[2H]C([2H])([2H])OC(=O)C(c1c2c(=O)oc(=O)c2c(CC(F)(CO*)CC(=O)O)c2c(=O)oc(=O)c12)(C([2H])([2H])[2H])C([2H])([2H])C(COCCSCCCSCCOC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(NC(=O)C(CC(F)(c4c(F)c(F)c(F)c(F)c4F)C(F)(F)*)C(=O)OCc4ccccc4)cc3)cc1)C2=O)c1cc(F)ccc1F,[*:1]C(F)(F)C([*:2])(F)c1c(F)c(F)c(F)c(F)c1F.[*:3]CC([*:4])C(=O)OCc1ccccc1.[*:5]C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc([*:6])cc4C3=O)cc2)cc1.O=C([*:7])OCCSCCCSCCO[*:8].[*:9]CC([*:10])c1cc(F)ccc1F.[*:11]C([2H])([2H])C([*:12])(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H].[*:13]c1c2c(=O)oc(=O)c2c([*:14])c2c(=O)oc(=O)c12.[*:15]CC(F)(CO[*:16])CC(=O)O|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,10357,8,1.3165481090545654,4
Cc1ccc(C(Cc2cccc3c(-c4ccc(C(=O)Nc5ccccc5Cc5ccccc5NC(=O)Oc5ccc(On6c(=O)c7cc8c(=O)n(-c9ccc(Sc%10ccc(C(F)(F)C%11(F)C(F)(F)C(F)(F)C(F)(C(F)*)C%11(F)F)cc%10)cc9)c(=O)c8cc7c6=O)c(C(F)(F)F)c5Br)cc4CC(=O)O)ccnc23)NC(F)CC(=O)*)c(C)c1,[*:1]C(F)C1(F)C(F)(F)C(F)(F)C(F)(C([*:2])(F)F)C1(F)F.[*:3]c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n([*:4])c(=O)c5cc4c3=O)cc2)cc1.[*:5]Oc1ccc(OC(=O)Nc2ccccc2Cc2ccccc2NC([*:6])=O)c(Br)c1C(F)(F)F.[*:7]c1ccc([*:8])c(CC(=O)O)c1.[*:9]c1ccnc2c([*:10])cccc12.[*:11]CC([*:12])c1ccc(C)cc1C.[*:13]NC(F)CC([*:14])=O|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,14656,7,1.2360364198684692,5
CCCCCCCCCCOC(CC(C*)OCCCCCC)OC(SCC(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc(-c5cc(CO)c(CC(C(=O)c6ccc(C(C)(C)C)cc6)*)cn5)ccc4C)cc3)CCCC2)cc1)C(F)(F)F,[*:1]CC([*:2])OCCCCCC.[*:3]CC([*:4])OCCCCCCCCCC.[*:5]OC(SCC([*:6])=O)C(F)(F)F.[*:7]Oc1ccc(C2(c3ccc(OC([*:8])=O)cc3)CCCC2)cc1.[*:9]c1cc([*:10])ccc1C.[*:11]c1cc(CO)c([*:12])cn1.[*:13]CC([*:14])C(=O)c1ccc(C(C)(C)C)cc1|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,14262,7,1.575446605682373,3
CCCCCCCCCCOC(C*)C(=O)OC(C)CNCC(CCCCC)OOC(C(=O)OC(C(=O)CC(Nc1ccc(C(=O)OCC)c(F)c1NC(=O)Nc1cccc2c(NC(=O)CCOC(=O)c3ccc4ccc(C(=O)O*)cc4c3)cccc12)C(C)CC)C(F)(F)F)C(F)(F)F,[*:1]CC([*:2])OCCCCCCCCCC.CCCCCC(CNCC(C)OC(=O)[*:3])O[*:4].[*:5]OC(C(=O)OC(C([*:6])=O)C(F)(F)F)C(F)(F)F.[*:7]CC([*:8])C(C)CC.[*:9]Nc1ccc(C(=O)OCC)c(F)c1NC(=O)Nc1cccc2c(NC([*:10])=O)cccc12.[*:11]CCOC(=O)c1ccc2ccc(C(=O)O[*:12])cc2c1|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|<1-11:.25:.25<1-12:.25:.25<1-3:.25:.25<1-4:.25:.25<2-11:.25:.25<2-12:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-1:.25:.25<11-2:.25:.25<12-9:.25:.25<12-10:.25:.25<12-1:.25:.25<12-2:.25:.25,14221,6,1.657721757888794,4
CCCCCC(CC(Cc1c(OC)ccc(-c2ccc(CCCCCCCCCCC=C*)c(C(=O)O)n2)c1S(=O)(=O)F)OCC(C)(C)C)C(=O)NC(C)(C)C(=O)NCC(F)(F)CNC(=O)OCC(CN(C)C(=O)C(C)C)Oc1ccc(*)cc1C(F)(F)F,[*:1]C=CCCCCCCCCCC[*:2].[*:3]c1ccc([*:4])nc1C(=O)O.[*:5]c1ccc(OC)c([*:6])c1S(=O)(=O)F.[*:7]CC([*:8])OCC(C)(C)C.[*:9]CC([*:10])CCCCC.CC(C)(NC(=O)[*:11])C(=O)NCC(F)(F)CN[*:12].CC(C)C(=O)N(C)CC(COC(=O)[*:13])O[*:14].[*:15]c1ccc([*:16])cc1C(F)(F)F|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,9434,8,1.6924453973770142,2
CCCOC(=O)c1ccc(C(CC(=O)NC2CCC(NC(=O)Nc3cc(F)cc(Nc4cc(C(F)(F)F)cc(-c5c(C(=O)O)cccc5C(C*)c5ccccc5C(=O)OC)c4F)c3F)CC2)OC2C(CO)OC(Nc3cc(F)cc(C(=O)O)c3NC(=O)c3ccc4ccc5ccc(C(=O)*)nc5c4n3)C(O)C2O)cc1,[*:1]CC([*:2])c1ccccc1C(=O)OC.[*:3]c1cccc(C(=O)O)c1[*:4].[*:5]c1cc(C(F)(F)F)cc([*:6])c1F.[*:7]Nc1cc(F)cc(NC(=O)NC2CCC(NC([*:8])=O)CC2)c1F.[*:9]CC([*:10])c1ccc(C(=O)OCCC)cc1.[*:11]OC1C(CO)OC([*:12])C(O)C1O.[*:13]Nc1cc(F)cc(C(=O)O)c1NC(=O)c1ccc2ccc3ccc(C([*:14])=O)nc3c2n1|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,9585,7,1.6552492380142212,2
