SMILES,EA (eV)
*c1ccc(-c2ccc(c3cccc(-c4cccc(*)n4)n3)s2)s1,2.817142766246329
*c1cc2cc3sc(c4cc(*)c5nc(Cl)sc5c4)cc3cc2s1,3.0672903550850625
*c1cc(F)c(c2cc(*)c(F)c(Cl)c2)cc1F,2.5425659894123007
*c1ccc2c(c1)[nH]c1cc(c4ccc(*)cc4[N+](=O)[O-])ccc12,3.251248779050644
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cccc(*)c4Cl)ccc1-2,2.7169510047225587
*c1cc2ccc3cc(c5cc(C(C)=O)cc(*)c5N)cc4ccc(c1)c2c34,2.5092482484961085
*c1cc(F)c(c2cc(*)ccc2[N+](=O)[O-])cc1F,3.701546601815465
*c1cc(F)c(c2nc(*)nn2COC)cc1F,2.590987289941798
*c1cc2cc3sc(c4cc5cc6sc(*)cc6cc5s4)cc3cc2s1,3.0511882986002874
*c1ccc2c(c1)[nH]c1cc(c4nc(*)nn4COC)ccc12,2.191539954572049
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(CCCC)cc(*)c4N)ccc1-2,1.8212867443138527
*c1ccc(c2n[nH]c(*)c2[N+](=O)[O-])cc1,3.212020730870324
*c1cc(c3cc(F)c(*)cc3F)cc(N2CCCC2)c1,1.7815252651754954
*c1cc(c4ccc(*)c5nsnc45)c2nc(-c3ccc(C)cc3)ccc2c1,3.5916236469421734
*c1ccc(-c2ccc(c3cc(*)cc(CO)c3N)s2)s1,2.307707275171338
*c1ccc2c(c1)S(=O)(=O)c1cc(c4ccc(*)c(C)c4[N+](=O)[O-])ccc1-2,3.309502018991671
*c1cc(F)c(c2cc(N)c(*)cc2[N+](=O)[O-])cc1F,3.1433347644580616
*c1ccc(-c2ccc(c3ccc(N)c(*)c3C)s2)s1,2.1881363777897738
*c1ccc2c(c1)[nH]c1cc(c4nc(*)c(Cl)nc4N)ccc12,2.2868610656635173
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(F)cc(*)c4OC)ccc1-2,2.79070329163754
*c1ccc(c2nc(*)n[nH]2)cc1,2.260130955870981
*c1ccc2c(c1)[nH]c1cc(c4nnc(*)s4)ccc12,2.984298601066014
*c1cc2cc3sc(c4ccc(*)c5nonc45)cc3cc2s1,3.776512989538342
*c1ccc2c(c1)C(C)(C)c1cc(c4c(N)c(*)c(Cl)c(F)c4Cl)ccc1-2,2.1807399840959016
*c1ccc(c3c(*)cncc3C(=O)O)c2nsnc12,4.009176225104496
*c1ccc2c(c1)S(=O)(=O)c1cc(c4c(F)ccc(*)c4F)ccc1-2,2.804213289968524
*c1ccc(c2cccc(*)n2)cc1,2.1754397160897563
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)c(N)c(C(C)=O)c4)ccc1-2,2.6420898744094456
*c1ccc2c(c1)C(C)(C)c1cc(c4cccc(*)n4)ccc1-2,2.389281146250018
*c1ccc(c3cncc(*)n3)c2nsnc12,3.856218964021181
*c1cc2cc3sc(c4ccc(*)c5nsnc45)cc3cc2s1,3.856589877836649
*c1ccc2c(c1)S(=O)(=O)c1cc(c4nc(*)sc4CO)ccc1-2,3.120219247104259
*c1ccc(-c2ccc(c3cc(C(=O)OCC)c(*)s3)s2)s1,3.3638523846639865
*c1ccc2c(c1)C(C)(C)c1cc(c4ccsc4-c4sccc4*)ccc1-2,2.377168394388548
*c1ccc2[nH]c3ccc(c4ccc(-c5ccc(*)s5)s4)cc3c2c1,2.4206079276379984
*c1cc2cc3sc(c4cc(C(=O)OCC)cc(*)c4N)cc3cc2s1,2.370742778874967
*c1ccc(c3cc(*)c(C(=O)OC)nc3N)c2nsnc12,3.751486969386917
*c1ccc(c3cc(*)c4c(=O)[nH][nH]c4c3)c2nsnc12,3.6255884505182263
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(*)c(O)c([N+](=O)[O-])c4C)ccc1-2,3.4892041314872584
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(*)cc5c4NC(=O)CC5)ccc1-2,2.1085337392666523
*c1ccc(-c2ccc(c3cc(*)c(OC(C)C)c(C=O)c3)s2)s1,2.906057951705668
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(Cl)c(*)cc4Cl)ccc1-2,2.939260766548889
*c1ccc(c2ccc(*)nc2)cc1,2.413128078883463
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)ccc4-c4ccccc4)ccc1-2,2.6743750486995905
*c1cc2ccc3cc(c5cc(*)c(N)c(C(=O)O)c5F)cc4ccc(c1)c2c34,2.5676219241444844
*c1ccc2c(c1)[nH]c1cc(c4ccc(*)cc4C=O)ccc12,2.672917422677041
*c1cc(F)c(c2ccc(C)cc2*)cc1F,2.095727823343682
*c1cc2ccc3cc(c5cc(*)ccc5C(=O)OCC)cc4ccc(c1)c2c34,2.659591660426712
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)ccc4OCc4ccccc4)ccc1-2,2.61023678656811
*c1cc2ccc3cc(c5c(CC)cc(*)cc5CC)cc4ccc(c1)c2c34,2.50739315559306
*c1ccc2c(c1)[nH]c1cc(c4cc(*)cc(OCC)c4)ccc12,1.7822227970629043
*c1[nH]nc2cc(c3ccc(*)cc3)ncc12,2.5759745479574425
*c1ccc2c(c1)[nH]c1cc(c4cc(*)c(OC)c(C(=O)O)c4OC)ccc12,2.117284409923498
*c1cc2ccc3cc(c5cc(F)c(*)cc5C#N)cc4ccc(c1)c2c34,2.710543643966823
*c1ccc(-c2ccc(c3cc(*)cc(O)c3)s2)s1,2.650803410351649
*c1ccc(c2cc(S(=O)(=O)C(F)(F)F)cc(*)c2C)cc1,2.472752372748221
*c1ccc(c2c([N+](=O)[O-])ccc(*)c2F)cc1,3.639716776558757
*c1ccc2c(c1)[nH]c1cc(c4ccc(*)c(NN)c4)ccc12,1.6185529849904785
*c1ccc2c(c1)S(=O)(=O)c1cc(c4ccc(F)c(*)n4)ccc1-2,2.965908177401384
*c1ccc(-c2ccc(c3ccnc(*)c3[N+](=O)[O-])s2)s1,3.5757178871427726
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(C=O)cc(*)c4OC)ccc1-2,2.921731638616571
*c1ccc(c3cc(*)c(=O)[nH]c3C)c2nsnc12,3.645254704366475
*c1ccc(c3ccc(*)cc3)c2nsnc12,3.666778962756928
*c1ccc(c3cc(*)c(O)c(F)c3F)c2nsnc12,3.8528872466060617
*c1ccc2c(c1)C(C)(C)c1cc(c4ccc(F)c(*)n4)ccc1-2,2.520792434792737
*c1cc2cc3sc(c4cc(C(=O)O)cc(*)c4O)cc3cc2s1,2.750881431197725
*c1cc(F)c(c2cc(N)cc(*)c2F)cc1F,1.9764398690325464
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)c(O)c(CBr)c4)ccc1-2,2.673562693300618
*c1ccc(-c2ccc(c3cc(C)c(N)c(*)c3[N+](=O)[O-])s2)s1,3.1207192947720355
*c1ccc(c3ccc(C=O)c(*)n3)c2nsnc12,3.9839562762248297
*c1ccc(c2cc(*)ncc2N)cc1,1.748807292809631
*c1ccc(-c2ccc(c3c(F)cc(*)c4nsnc34)s2)s1,3.966624956119409
*c1ccc2c(c1)[nH]c1cc(c4cc(C(=O)O)c(*)o4)ccc12,2.5530914797261746
*c1ccc(c2cc(C(=O)O)cc(*)c2N)cc1,1.876869369612488
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(CCCCCC)c(*)s4)ccc1-2,2.5186493213146663
*c1ccc2nc(c3cc(F)c(*)cc3F)sc2c1,3.245711223571518
*c1ccc2c(c1)[nH]c1cc(c4ccc(*)s4)ccc12,2.3776555255818748
*c1ccc2c(c1)C(C)(C)c1cc(c4ccc(*)cc4)ccc1-2,2.220622865195919
*c1cc(F)c(c2c(N)cc(C)c(*)c2C)cc1F,1.4731455549515229
*c1ccc2c(c1)[nH]c1cc(c4ccc(CC(=O)O)c(*)c4)ccc12,1.872906946610766
*c1cc(F)c(c2cc(*)c(OC)c(F)c2F)cc1F,2.323516945456067
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)cc(N)c4C)ccc1-2,2.4589719444220237
*c1ccc(c2cc(C=O)c(*)cc2C=O)cc1,3.629288915545336
*c1ncc2cc(c3cc(F)c(*)cc3F)ccc2n1,3.270397435612867
*c1ccc(-c2ccc(c3cc(*)cc(C(F)(F)F)c3Cl)s2)s1,3.1141296016582967
*c1cc2cc3sc(c4ccc5cc(*)ccc5c4)cc3cc2s1,2.8226905371812494
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(*)cc(C(C)=O)c4)ccc1-2,2.587156024109747
*c1ccc(-c2ccc(c3cc(*)cnc3OC)s2)s1,2.7147044876520305
*c1ccc(-c2ccc(c3ccc(*)c(NC(=S)c4ccccc4)c3)s2)s1,2.960567641345254
*c1cc2ccc3cc(c5cc(OC)c(OC)cc5*)cc4ccc(c1)c2c34,2.504594108062435
*c1ccc2[nH]c3ccc(c4cc(F)c(*)cc4F)cc3c2c1,1.8584079943665213
*c1ccc2c(c1)C(C)(C)c1cc(c4ccc5[nH]c6c([N+](=O)[O-])cc(*)cc6c5c4)ccc1-2,3.3546663136034187
*c1cc(F)c(c2cc(F)c(*)c(Cl)c2)cc1F,2.498604991086573
*c1ccc(c2cccc(*)c2C(=O)OC)cc1,2.059325393403695
*c1ccc2c(c1)[nH]c1cc(c4cc(*)cc(CC)c4)ccc12,1.7451409128645154
*c1ccc(c3cc(*)cc(Oc4ccccc4)c3)c2nsnc12,3.6982998255834505
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(F)cc(*)c4Cl)ccc1-2,2.2954548707164832
*c1cc2ccc3cc(c5ccc(*)c(C)c5[N+](=O)[O-])cc4ccc(c1)c2c34,3.174902578098857
*c1ccc2c(c1)[nH]c1cc(c4cn(C)c(*)n4)ccc12,1.6289566408573883
*c1cc(F)c(c2ccc(*)c(CO)c2)cc1F,2.2358123510815746
*c1ccc2c(c1)[nH]c1cc(c4cc(F)c(*)c([N+](=O)[O-])c4F)ccc12,3.2955285965349166
*c1ccc2c(c1)S(=O)(=O)c1cc(c4ccsc4-c4sccc4*)ccc1-2,2.854845707744541
*c1ccc2c(c1)C(C)(C)c1cc(c4cc([N+](=O)[O-])c(O)c(*)c4F)ccc1-2,3.6689430743553775
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(OC)c(N)c(*)c4Cl)ccc1-2,1.9314896833233104
*c1ccc2c(c1)S(=O)(=O)c1cc(c4ccc(N)c(*)n4)ccc1-2,2.5647385789221726
*c1ccc(c2ncc(*)nc2C(=O)O)cc1,3.303165792814152
*c1ccc2sc(c3ccc(*)cc3)nc2c1,2.7844405373937384
*c1ccc(c3cc(*)ccc3C(=O)OCC)c2nsnc12,3.83347090282052
*c1ccc2c(c1)C(C)(C)c1cc(c4ccc(*)c5cnccc45)ccc1-2,2.5573312601481715
*c1cc2cc3sc(c4ccc(*)cc4CC)cc3cc2s1,2.5980676151826936
*c1cc(c3cc(F)c(*)cc3F)c2ncnc(Cl)c2c1,3.395697950536128
*c1ccc2c(c1)[nH]c1cc(c4cc(C(=O)NN)cc(*)c4O)ccc12,1.8279398128157247
*c1cc2ccc3cc(c5cc(*)c(F)cn5)cc4ccc(c1)c2c34,2.607326414466442
*c1ccc(c2cc(*)cnc2CC)cc1,1.869504566454137
*c1ccc(c3cc(*)ccc3N=C=S)c2nsnc12,3.769538684674385
*c1cc2cc3sc(c4ccc(*)cc4C(F)(F)F)cc3cc2s1,2.890240424291722
*c1ccc(c2cccc(C(=O)O)c2*)cc1,2.26145261353278
*c1cc2cc3sc(c4ccc(C(F)(F)F)c(*)c4)cc3cc2s1,2.784974512707931
*c1cc2ccc3cc(c5ccc(*)c(Cl)c5C)cc4ccc(c1)c2c34,2.608555919235487
*c1cc(F)c(c2c(N)c(Cl)cc(*)c2Cl)cc1F,2.003052599809984
*c1cc2ccc3cc(C5=CC(=O)C(*)=CC5=O)cc4ccc(c1)c2c34,4.717238110340283
*c1ccc(c2ccc(*)c(C)c2C)cc1,1.3618733844903537
*c1ccc(c3cc(*)c4c(c3)CC(=O)N4)c2nsnc12,3.6356415119768815
*c1cc2cc3sc(c4cc(*)c([N+](=O)[O-])cn4)cc3cc2s1,3.879724761842735
*c1ccc(-c2ccc(c3cncc(*)c3OC)s2)s1,2.8179523166094245
*c1ccc(-c2ccc(c3ccc4sc(*)nc4c3)s2)s1,3.135222288068745
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(*)c(O)c(CBr)c4)ccc1-2,2.071710240875493
*c1cc2ccc3cc(c5nccc6nc(*)sc56)cc4ccc(c1)c2c34,3.0467626245678208
*c1cc2ccc3cc(c5nc(*)c(OC)cc5[N+](=O)[O-])cc4ccc(c1)c2c34,3.6205661862170007
*c1ccc(-c2ccc(c3cc(*)c(F)c(F)c3)s2)s1,2.943465479672147
*c1ccc2c(c1)C(C)(C)c1cc(c4cccc(*)c4Cl)ccc1-2,2.0956725288779983
*c1cc(F)c(c2cc(F)cc(*)c2N)cc1F,1.8945470460692595
*c1ccc2c(c1)S(=O)(=O)c1cc(c4ccc(OC(C)C(=O)Cl)c(*)c4)ccc1-2,2.7461504226233693
*c1ccc2c(c1)C(C)(C)c1cc(c4cc(*)cc(CC(=O)OC)c4)ccc1-2,2.222268980143999
*c1cc2cc3sc(c4c(N)c(Cl)cc(*)c4OC)cc3cc2s1,2.3539874166322097
*c1cc(F)c(c2ccc(OC(F)(F)F)cc2*)cc1F,2.738473864101884
*c1ccc(-c2ccc(c3cc(C)c(*)cn3)s2)s1,2.9686538367639472
*c1ccc(-c2ccc(c3cc(F)c(*)cc3F)s2)s1,3.2034043231348024
*c1ccc(c3ccc(*)c(C#N)c3)c2nsnc12,3.8454904395899465
*c1cc(F)c(c2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1F,4.166513894383616
*c1cc2cc3sc(c4nc(*)n(C)c4C)cc3cc2s1,2.3091982916558926
*c1ccc(-c2ccc(c3cc(*)c4ncnc(Cl)c4c3)s2)s1,3.451727484972569
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)cc(C)c4N)ccc1-2,2.4106157225102978
*c1ccc2c(c1)C(C)(C)c1cc(c4nc(*)c(Cl)nc4N)ccc1-2,2.505227977684633
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)c(Cl)[nH]c4=O)ccc1-2,2.9511629250756224
*c1ccc(c2cc(OC)c(*)cc2OC)cc1,1.895997410564964
*c1cc(F)c(c2cc(*)c(C=O)cn2)cc1F,3.530551430885581
*c1ccc(-c2ccc(c3ccc(*)cc3CC)s2)s1,2.743846157713939
*c1ccc(c2ccc(*)c(N)c2N)cc1,1.1870148354885974
*c1ccc2c(c1)[nH]c1cc(c4ccc(*)c(C(=O)OCC)c4)ccc12,2.219661806265005
*c1ccc(-c2ccc(c3cnc(*)cn3)s2)s1,3.341223208414352
*c1cc2ccc3cc(c5ncc(*)n5C)cc4ccc(c1)c2c34,2.4614602629458817
*c1cc2ccc3cc(c5c(N)c(Cl)cc(*)c5F)cc4ccc(c1)c2c34,2.518241689036337
*c1ccc(c2ccc(*)[nH]2)cc1,1.7193795801352263
*c1cc(F)c(c2c(C)cc(*)cc2[N+](=O)[O-])cc1F,3.5795010382147296
*c1ccc2c(c1)C(C)(C)c1cc(c4c[nH]cc(*)c4=O)ccc1-2,2.1128778981326355
*c1ccc2c(c1)C(C)(C)c1cc(c4cnc5c(*)cc([N+](=O)[O-])cc5c4)ccc1-2,3.684023089751238
*c1nc2ncccc2cc1c3cc(F)c(*)cc3F,3.1640708963057165
*c1ccc2c(c1)C(C)(C)c1cc(c4sc(*)cc4C(=O)OC)ccc1-2,2.9555206060882604
*c1ccc(c3cc(*)cc(OC(F)(F)F)c3N=C=S)c2nsnc12,3.984332230133539
*c1ccc(-c2ccc(c3cc(C)cc(*)c3[N+]#[C-])s2)s1,2.7433176096808483
*c1ccc(c2cc(C)cc(*)c2O)cc1,1.598739111379449
*c1cnc2c(c3ccc(*)cc3)cc(C)cn12,1.934264876715465
*c1ccc2c(c1)[nH]c1cc(c4nc(*)c(C(=O)O)cc4Cl)ccc12,2.8432159836815667
*c1ccc(c3nc(*)c(OCC)cc3N)c2nsnc12,3.410562158427468
*c1ccc2c(c1)C(C)(C)c1cc(c4ccc(*)c(Cl)c4Cl)ccc1-2,2.393661749104014
*c1ccc2c(c1)C(C)(C)c1cc(c4cc5[nH]cnc5c(*)c4N)ccc1-2,1.8098811251114235
*c1ccc2c(c1)S(=O)(=O)c1cc(c4ncc(*)c(C)n4)ccc1-2,3.1265421778154625
*c1ccc2c(c1)[nH]c1cc(c4cc(C=CC(=O)O)cc(*)c4OC(C)C)ccc12,2.627013313998841
*c1ccc2c(c1)[nH]c1cc(c4cc(C=CC(=O)O)cc(*)c4OCC)ccc12,2.667896318841418
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(F)c(*)c([N+](=O)[O-])c4F)ccc1-2,3.58443001075908
*c1ccc2c(c1)S(=O)(=O)c1cc(c4ncc(*)nc4C(=O)O)ccc1-2,3.563354342685975
*c1ccc2c(c1)[nH]c1cc(c4ccc(C=O)c(*)c4)ccc12,2.775100035684241
*c1ccc2c(c1)[nH]c1cc(c4ccc5nc(*)ccc5c4)ccc12,2.539174469598099
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)c5ncnc(Cl)c5c4)ccc1-2,3.3793925049691627
*c1ccc(c3c[nH]cc(*)c3=O)c2nsnc12,3.5857737448568674
*c1ccc2c(c1)C(=O)c1ccc(c4ccc(-c5ccc(*)s5)s4)cc1C2=O,4.099897371818612
*c1cc(F)c(c2cc(*)ccc2OCCOC)cc1F,2.013181002544355
*c1ccc2c(c1)[nH]c1cc(c4cccc(*)[n+]4[O-])ccc12,2.16063635522288
*c1cc(F)c(c2ccc(*)c(N)c2)cc1F,1.9190702687257395
*c1cc(F)c(c2cnc(CO)c(*)c2)cc1F,2.376048816025824
*c1nc(c3cc(F)c(*)cc3F)cn2c(Cl)cnc12,3.0416539030004213
*c1ccc2c(c1)S(=O)(=O)c1cc(c4cc(*)cc(C=O)c4)ccc1-2,2.982736666220207
*c1cc(F)c(c2cc(C)cc(*)c2Cl)cc1F,2.0937974243434296
*c1ccc(c3ccc(*)c(N)c3N)c2nsnc12,3.373154767670166
*c1cc2c(c(c3cc(F)c(*)cc3F)c1N)OC(F)(F)O2,2.2826756623219757
*c1cc2cc3sc(c4ccc(*)c5nsnc45)cc3cc2s1,3.866587021905411
*c1cc(c3cc(F)c(*)cc3F)cc2sc(N)nc12,2.0460702606502625
*c1ccc2c(c1)[nH]c1cc(c4cnc(*)c(C(C)=O)n4)ccc12,2.9220146198196746
*c1ccc2c(c1)S(=O)(=O)c1cc(c4ccc(*)cc4[N+](=O)[O-])ccc1-2,3.494842338400537
*c1ccc2c(c1)[nH]c1cc(c4cnc([N+](=O)[O-])c(*)c4)ccc12,3.411593062836265
*c1ccc2c(c1)C(C)(C)c1cc(c4sc(*)cc4C=O)ccc1-2,3.1238467951851017
