poly_id,poly_type,comp,fracA,fracB,EA (eV),IP (eV),EA vs SHE (eV),IP vs SHE (eV),monoA,monoB
0_9,random,4A_4B,0.5,0.5,2.285360692050205,5.710956066447707,-3.032268163313812,1.306570020467413,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1ccc2c3ccc(Br)cc3n(-c3ccccc3)c2c1
0_10,alternating,4A_4B,0.5,0.5,3.4926568674668674,6.942039556186732,-1.9215556819304824,2.4268559961299254,OB(O)c1cc(F)c(B(O)O)cc1F,CCOC(=O)c1nc(Br)cnc1Br
0_10,block,4A_4B,0.5,0.5,3.6488507814310975,6.916876800968591,-1.7778572810833908,2.4039578888814175,OB(O)c1cc(F)c(B(O)O)cc1F,CCOC(=O)c1nc(Br)cnc1Br
0_10,random,4A_4B,0.5,0.5,3.487592579245104,6.934000336426131,-1.9262148270945048,2.4195403061477787,OB(O)c1cc(F)c(B(O)O)cc1F,CCOC(=O)c1nc(Br)cnc1Br
0_11,alternating,4A_4B,0.5,0.5,2.4618032604255737,6.15990483434555,-2.8699410004084727,1.71511339925445,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc(C(F)(F)F)nc1Br
0_11,block,4A_4B,0.5,0.5,2.590784684011982,5.878629797799135,-2.7512780907089773,1.4591531159972126,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc(C(F)(F)F)nc1Br
0_11,random,4A_4B,0.5,0.5,2.540173150560787,6.0028799730885245,-2.797840701484076,1.5722207755105568,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc(C(F)(F)F)nc1Br
0_12,alternating,4A_4B,0.5,0.5,2.209434193851614,6.301785391225966,-3.1021205416565154,1.8442247060156287,OB(O)c1cc(F)c(B(O)O)cc1F,CC1(C)C(=O)Nc2c(Br)cc(Br)cc21
0_12,block,4A_4B,0.5,0.5,2.385617909913189,6.225431927683289,-2.940031522879867,1.7747430541917923,OB(O)c1cc(F)c(B(O)O)cc1F,CC1(C)C(=O)Nc2c(Br)cc(Br)cc21
0_12,random,4A_4B,0.5,0.5,2.280999057238623,6.2847811971747785,-3.036280867340467,1.828750889429048,OB(O)c1cc(F)c(B(O)O)cc1F,CC1(C)C(=O)Nc2c(Br)cc(Br)cc21
0_13,alternating,4A_4B,0.5,0.5,2.159668017880684,6.480160565197757,-3.147905423549771,2.0065461143299586,OB(O)c1cc(F)c(B(O)O)cc1F,CC(=O)Nc1cc(Br)cc(Br)c1
0_13,block,4A_4B,0.5,0.5,2.366173576272608,6.455628827838657,-2.957920309829201,1.9842222333331776,OB(O)c1cc(F)c(B(O)O)cc1F,CC(=O)Nc1cc(Br)cc(Br)c1
0_13,random,4A_4B,0.5,0.5,2.239953960212241,6.471769303621853,-3.074042356604739,1.9989100662958859,OB(O)c1cc(F)c(B(O)O)cc1F,CC(=O)Nc1cc(Br)cc(Br)c1
0_14,alternating,4A_4B,0.5,0.5,2.3719330895860806,6.458323420941841,-2.952621557580806,1.9866743130570752,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(Nc1cc(Br)ccc1Br)c1ccccc1
0_14,block,4A_4B,0.5,0.5,2.467357565672493,6.416320469583516,-2.864831039581307,1.948451627320999,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(Nc1cc(Br)ccc1Br)c1ccccc1
0_14,random,4A_4B,0.5,0.5,2.411735249619276,6.435648806073683,-2.9160035703502665,1.966040413527051,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(Nc1cc(Br)ccc1Br)c1ccccc1
0_15,alternating,4A_4B,0.5,0.5,2.884177657413,6.35451026466821,-2.4813565551800405,1.892204340848071,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1ccc(Br)c2sc(-c3ccccc3)nc12
0_15,block,4A_4B,0.5,0.5,2.7980067384665097,6.208558510627495,-2.5606338006108116,1.75938824467102,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1ccc(Br)c2sc(-c3ccccc3)nc12
0_15,random,4A_4B,0.5,0.5,2.847728936005762,6.3127665297155975,-2.5148893788746998,1.8542175420411933,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1ccc(Br)c2sc(-c3ccccc3)nc12
0_16,alternating,4A_4B,0.5,0.5,2.1498187192982865,6.458651662276799,-3.156966778245577,1.986973012671887,OB(O)c1cc(F)c(B(O)O)cc1F,COc1cc(Br)cc(Br)c1
0_16,block,4A_4B,0.5,0.5,2.37597233694074,6.433271242270861,-2.9489054500145198,1.9638768304664829,OB(O)c1cc(F)c(B(O)O)cc1F,COc1cc(Br)cc(Br)c1
0_16,random,4A_4B,0.5,0.5,2.248500447440982,6.455915552798313,-3.066179588354297,1.9844831530464644,OB(O)c1cc(F)c(B(O)O)cc1F,COc1cc(Br)cc(Br)c1
0_17,alternating,4A_4B,0.5,0.5,2.376048816025824,6.803133521782835,-2.9488350892562423,2.3004515048223793,OB(O)c1cc(F)c(B(O)O)cc1F,OCc1ncc(Br)cc1Br
0_17,block,4A_4B,0.5,0.5,2.435473063938854,6.809767937729649,-2.8941647811762543,2.3064888233339804,OB(O)c1cc(F)c(B(O)O)cc1F,OCc1ncc(Br)cc1Br
0_17,random,4A_4B,0.5,0.5,2.4193703210412334,6.794667189774925,-2.9089793046420658,2.2927471426951813,OB(O)c1cc(F)c(B(O)O)cc1F,OCc1ncc(Br)cc1Br
0_18,alternating,4A_4B,0.5,0.5,3.345974188802911,7.246797310352807,-2.0565037463013223,2.7041855524210545,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(Cl)c1cc(Br)cc(Br)c1
0_18,block,4A_4B,0.5,0.5,3.3504619089074694,7.205025882540771,-2.0523750438051285,2.6661735531121016,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(Cl)c1cc(Br)cc(Br)c1
0_18,random,4A_4B,0.5,0.5,3.345566506279451,7.222463561319702,-2.0568788142229053,2.682041840800929,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(Cl)c1cc(Br)cc(Br)c1
0_19,alternating,4A_4B,0.5,0.5,2.848405033631994,6.193037985711788,-2.5142673690585657,1.7452645669977267,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1sc(Br)nc1Br
0_19,block,4A_4B,0.5,0.5,2.686289366866544,5.91287932312523,-2.66341378248278,1.4903201840439588,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1sc(Br)nc1Br
0_19,random,4A_4B,0.5,0.5,2.827651746056728,6.101309345953947,-2.533360393627811,1.6617915048180913,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1sc(Br)nc1Br
0_20,alternating,4A_4B,0.5,0.5,2.861863790683577,5.856654523352692,-2.50188531257111,1.439155616250949,OB(O)c1cc(F)c(B(O)O)cc1F,CC(C)(C)c1cc2ccc3c(Br)cc(Br)c4ccc(c1)c2c34
0_20,block,4A_4B,0.5,0.5,2.7833597710338047,5.773596699380969,-2.5741090106489004,1.3635729964366812,OB(O)c1cc(F)c(B(O)O)cc1F,CC(C)(C)c1cc2ccc3c(Br)cc(Br)c4ccc(c1)c2c34
0_20,random,4A_4B,0.5,0.5,2.824586678894659,5.8196472834639295,-2.536180255416914,1.4054790279521754,OB(O)c1cc(F)c(B(O)O)cc1F,CC(C)(C)c1cc2ccc3c(Br)cc(Br)c4ccc(c1)c2c34
0_21,alternating,4A_4B,0.5,0.5,2.3972443663598253,6.250510155013721,-2.929335182948961,1.797564241062486,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1cc(Br)c2cn[nH]c2c1
0_21,block,4A_4B,0.5,0.5,2.450526197828269,6.15466865057916,-2.880315897997993,1.7103484720270354,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1cc(Br)c2cn[nH]c2c1
0_21,random,4A_4B,0.5,0.5,2.413707125844823,6.207227507646005,-2.9141894442227634,1.758177031957864,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1cc(Br)c2cn[nH]c2c1
0_22,alternating,4A_4B,0.5,0.5,3.130414392515815,6.856312421618032,-2.2548187588854507,2.3488443036724087,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(c1ccc(Br)cc1)c1ccc(Br)cc1
0_22,block,4A_4B,0.5,0.5,3.0974849611357422,6.8439117645910565,-2.2851138357551175,2.337559705777861,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(c1ccc(Br)cc1)c1ccc(Br)cc1
0_22,random,4A_4B,0.5,0.5,3.1144119821435856,6.8500928636509,-2.2695409764279018,2.3431845059223186,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(c1ccc(Br)cc1)c1ccc(Br)cc1
0_23,alternating,4A_4B,0.5,0.5,3.701546601815465,7.334588302959167,-1.7293771263297726,2.784075355692842,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1ccc(Br)cc1Br
0_23,block,4A_4B,0.5,0.5,3.783504247302116,7.249461527022913,-1.6539760924820537,2.70660998959085,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1ccc(Br)cc1Br
0_23,random,4A_4B,0.5,0.5,3.7336229913277617,7.291806000815162,-1.6998668479784595,2.7451434607417973,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1ccc(Br)cc1Br
0_24,alternating,4A_4B,0.5,0.5,2.729466324793828,6.409643904839076,-2.6236909811896787,1.9423759534035585,OB(O)c1cc(F)c(B(O)O)cc1F,O=c1cc(Br)[nH]c(Br)c1
0_24,block,4A_4B,0.5,0.5,2.630648393683059,6.434535801874394,-2.714603477811586,1.965027579705698,OB(O)c1cc(F)c(B(O)O)cc1F,O=c1cc(Br)[nH]c(Br)c1
0_24,random,4A_4B,0.5,0.5,2.653468971783645,6.413426102591577,-2.693608545959047,1.945817753358335,OB(O)c1cc(F)c(B(O)O)cc1F,O=c1cc(Br)[nH]c(Br)c1
0_25,alternating,4A_4B,0.5,0.5,3.542600982271434,7.346893094059858,-1.875607096310281,2.7952727155944705,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1c(Br)cccc1Br
0_25,block,4A_4B,0.5,0.5,3.774091960938508,7.268218264713697,-1.662635395936573,2.7236786208894643,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1c(Br)cccc1Br
0_25,random,4A_4B,0.5,0.5,3.6417629542873327,7.298602076129136,-1.7843780820556545,2.7513278892775133,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1c(Br)cccc1Br
0_26,alternating,4A_4B,0.5,0.5,2.542217559257726,6.725433726495414,-2.7959598454828924,2.229744691110826,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1cccc(Br)n1
0_26,block,4A_4B,0.5,0.5,2.495474607702668,6.67533518640818,-2.838963360913546,2.1841550196314437,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1cccc(Br)n1
0_26,random,4A_4B,0.5,0.5,2.491652201704809,6.719501513554813,-2.8424799744315763,2.2243463773348795,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1cccc(Br)n1
0_27,alternating,4A_4B,0.5,0.5,2.609945819446461,6.5513658226918245,-2.733649846109256,2.07134289864956,OB(O)c1cc(F)c(B(O)O)cc1F,S=C=Nc1cc(Br)ccc1Br
0_27,block,4A_4B,0.5,0.5,2.6379456243390846,6.552349266078453,-2.7078900256080427,2.072237832131392,OB(O)c1cc(F)c(B(O)O)cc1F,S=C=Nc1cc(Br)ccc1Br
0_27,random,4A_4B,0.5,0.5,2.6167645401977904,6.553772774792107,-2.727376623018033,2.0735332250608174,OB(O)c1cc(F)c(B(O)O)cc1F,S=C=Nc1cc(Br)ccc1Br
0_28,alternating,4A_4B,0.5,0.5,3.055067083312785,6.163475944047452,-2.324138283352238,1.7183631090831808,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1[nH]nc2c(Br)cncc12
0_28,block,4A_4B,0.5,0.5,3.010197427154951,5.997664213535938,-2.3654183670174453,1.567474434317703,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1[nH]nc2c(Br)cncc12
0_28,random,4A_4B,0.5,0.5,3.06805854993213,6.109008679864238,-2.312186134062441,1.6687978986764562,OB(O)c1cc(F)c(B(O)O)cc1F,Brc1[nH]nc2c(Br)cncc12
0_29,alternating,4A_4B,0.5,0.5,3.851626308148015,7.508120207575209,-1.5913037965038266,2.94198938889344,OB(O)c1cc(F)c(B(O)O)cc1F,CC(C)(C)N=[N+]([O-])c1c(Br)cc(Br)cc1[N+](=O)[O-]
0_29,block,4A_4B,0.5,0.5,3.977844251635743,7.320312633853214,-1.4751832884951168,2.771084496806424,OB(O)c1cc(F)c(B(O)O)cc1F,CC(C)(C)N=[N+]([O-])c1c(Br)cc(Br)cc1[N+](=O)[O-]
0_29,random,4A_4B,0.5,0.5,3.896849354481009,7.422938909124971,-1.549698593877472,2.864474407303723,OB(O)c1cc(F)c(B(O)O)cc1F,CC(C)(C)N=[N+]([O-])c1c(Br)cc(Br)cc1[N+](=O)[O-]
0_30,alternating,4A_4B,0.5,0.5,1.684120616977562,5.404042665794419,-3.5854090323806433,1.027278825872921,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc2[nH]cnc2c1Br
0_30,block,4A_4B,0.5,0.5,2.2270780932548977,5.185654702917656,-3.0858881542054943,0.8285457796550667,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc2[nH]cnc2c1Br
0_30,random,4A_4B,0.5,0.5,1.9165999349577592,5.33598754264189,-3.3715280598388624,0.9653486638041195,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc2[nH]cnc2c1Br
0_31,alternating,4A_4B,0.5,0.5,3.5824876855005856,7.185326936567657,-1.8389113293394617,2.6482475122765674,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1cc(Br)ccc1Br
0_31,block,4A_4B,0.5,0.5,3.663862170282945,7.1710096304731,-1.764046803339691,2.6352187637305207,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1cc(Br)ccc1Br
0_31,random,4A_4B,0.5,0.5,3.6116982715932906,7.181868869431549,-1.8120375901341732,2.6451006711827088,OB(O)c1cc(F)c(B(O)O)cc1F,O=[N+]([O-])c1cc(Br)ccc1Br
0_32,alternating,4A_4B,0.5,0.5,2.381721513676692,5.92406293484006,-2.9436162074174437,1.500497270704454,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc(Br)cc1OC(F)(F)F
0_32,block,4A_4B,0.5,0.5,2.5818496490620326,5.820248625888151,-2.7594983228629304,1.4060262495582174,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc(Br)cc1OC(F)(F)F
0_32,random,4A_4B,0.5,0.5,2.476284803853601,5.885289955733216,-2.856617980454687,1.4652138597172264,OB(O)c1cc(F)c(B(O)O)cc1F,Nc1c(Br)cc(Br)cc1OC(F)(F)F
0_33,alternating,4A_4B,0.5,0.5,2.8457331394778924,6.785785173121656,-2.5167255116803395,2.284664507540707,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1cc(Br)nnc1Br
0_33,block,4A_4B,0.5,0.5,3.0605625087384736,6.742716913002893,-2.3190824919606046,2.245472390832633,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1cc(Br)nnc1Br
0_33,random,4A_4B,0.5,0.5,2.9557373246901424,6.769154092116247,-2.4155216612850694,2.2695302238257846,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1cc(Br)nnc1Br
0_34,alternating,4A_4B,0.5,0.5,3.5993330726079487,6.994186752231138,-1.8234135732006878,2.474309944530335,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(O)c1nc(Br)cnc1Br
0_34,block,4A_4B,0.5,0.5,3.714212865517359,6.9604219544166686,-1.7177241637240301,2.443583978519168,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(O)c1nc(Br)cnc1Br
0_34,random,4A_4B,0.5,0.5,3.618117193751957,6.980408584106316,-1.8061321817482,2.4617718115367473,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(O)c1nc(Br)cnc1Br
0_35,alternating,4A_4B,0.5,0.5,2.4230543299018863,6.151985789230389,-2.9055900164902653,1.7079070681996538,OB(O)c1cc(F)c(B(O)O)cc1F,N#Cc1c(N)c(Br)cc(Br)c1Cl
0_35,block,4A_4B,0.5,0.5,2.500166770210255,6.168362998995894,-2.834646571406566,1.7228103290862633,OB(O)c1cc(F)c(B(O)O)cc1F,N#Cc1c(N)c(Br)cc(Br)c1Cl
0_35,random,4A_4B,0.5,0.5,2.4460269038303077,6.137499404752482,-2.8844552484761175,1.6947244583247585,OB(O)c1cc(F)c(B(O)O)cc1F,N#Cc1c(N)c(Br)cc(Br)c1Cl
0_36,alternating,4A_4B,0.5,0.5,2.907358625354939,6.8956550443851885,-2.4600300646734565,2.3846460903905213,OB(O)c1cc(F)c(B(O)O)cc1F,Clc1nc(Br)ccc1Br
0_36,block,4A_4B,0.5,0.5,2.9059009076878874,6.900418701142753,-2.4613711649271437,2.388981018039905,OB(O)c1cc(F)c(B(O)O)cc1F,Clc1nc(Br)ccc1Br
0_36,random,4A_4B,0.5,0.5,2.936629492964499,6.886902559431923,-2.433100866472661,2.3766813290830497,OB(O)c1cc(F)c(B(O)O)cc1F,Clc1nc(Br)ccc1Br
0_37,alternating,4A_4B,0.5,0.5,1.4731455549515229,5.727798498722572,-3.7795060894445998,1.3218966338375397,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1cc(N)c(Br)c(C)c1Br
0_37,block,4A_4B,0.5,0.5,2.244200575717201,5.63041153409868,-3.0701354703401753,1.2332744960297979,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1cc(N)c(Br)c(C)c1Br
0_37,random,4A_4B,0.5,0.5,1.824267067454096,5.707616706987042,-3.456474297942232,1.3035312033582078,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1cc(N)c(Br)c(C)c1Br
0_38,alternating,4A_4B,0.5,0.5,1.813228204624331,5.848699412380814,-3.466630051745616,1.4319164652665402,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1c(Br)nc(Br)n1C
0_38,block,4A_4B,0.5,0.5,2.2927614091920416,5.265650650722511,-3.0254595035433223,0.9013420921574851,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1c(Br)nc(Br)n1C
0_38,random,4A_4B,0.5,0.5,2.072337956018991,5.589654056763946,-3.228249080462529,1.1961851916551904,OB(O)c1cc(F)c(B(O)O)cc1F,Cc1c(Br)nc(Br)n1C
0_39,alternating,4A_4B,0.5,0.5,2.430080112143164,6.991047064013075,-2.89912629682829,2.471452828251898,OB(O)c1cc(F)c(B(O)O)cc1F,Fc1cc(F)c(Br)cc1Br
0_39,block,4A_4B,0.5,0.5,2.4763201053504966,6.991287189444851,-2.8565855030775436,2.471671342394814,OB(O)c1cc(F)c(B(O)O)cc1F,Fc1cc(F)c(Br)cc1Br
0_39,random,4A_4B,0.5,0.5,2.444799444715073,6.993120723490267,-2.8855845108621336,2.473339858376143,OB(O)c1cc(F)c(B(O)O)cc1F,Fc1cc(F)c(Br)cc1Br
0_40,alternating,4A_4B,0.5,0.5,2.4913853654809985,6.205158693213845,-2.842725463757482,1.7562944108245988,OB(O)c1cc(F)c(B(O)O)cc1F,COC(=O)c1cc(Br)c(N)c(Br)n1
0_40,block,4A_4B,0.5,0.5,2.618851607961913,5.8978948643318745,-2.7254565206750403,1.4766843265420053,OB(O)c1cc(F)c(B(O)O)cc1F,COC(=O)c1cc(Br)c(N)c(Br)n1
0_40,random,4A_4B,0.5,0.5,2.543755159434845,6.095014023018493,-2.794545253319943,1.6560627609468281,OB(O)c1cc(F)c(B(O)O)cc1F,COC(=O)c1cc(Br)c(N)c(Br)n1
0_41,alternating,4A_4B,0.5,0.5,3.229352445812914,7.181535723359682,-2.1637957498521194,2.64479750825731,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(O)c1ccc(Br)nc1Br
0_41,block,4A_4B,0.5,0.5,3.1122886709902837,7.093770827491973,-2.2714944226889395,2.564931453017695,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(O)c1ccc(Br)nc1Br
0_41,random,4A_4B,0.5,0.5,3.157760372625067,7.138145284864797,-2.2296604571849388,2.605312209226965,OB(O)c1cc(F)c(B(O)O)cc1F,O=C(O)c1ccc(Br)nc1Br
0_42,alternating,4A_4B,0.5,0.5,2.2517572719478016,6.9214475331449234,-3.0631833098080232,2.40811725516188,OB(O)c1cc(F)c(B(O)O)cc1F,[C-]#[N+]c1c(Br)cc(C)cc1Br
0_42,block,4A_4B,0.5,0.5,2.4264135841716774,6.868584034566686,-2.9024995025620575,2.3600114714556835,OB(O)c1cc(F)c(B(O)O)cc1F,[C-]#[N+]c1c(Br)cc(C)cc1Br
0_42,random,4A_4B,0.5,0.5,2.3334974358202105,6.88980119093821,-2.987982359045407,2.379319083753771,OB(O)c1cc(F)c(B(O)O)cc1F,[C-]#[N+]c1c(Br)cc(C)cc1Br
0_43,alternating,4A_4B,0.5,0.5,2.049505258912988,6.070739858475118,-3.2492551618000514,1.6339732712123571,OB(O)c1cc(F)c(B(O)O)cc1F,CCOC(=O)c1cc(Br)c(N)c(Br)c1
0_43,block,4A_4B,0.5,0.5,2.387781925290392,6.057254915995576,-2.93804062873284,1.6217019735559735,OB(O)c1cc(F)c(B(O)O)cc1F,CCOC(=O)c1cc(Br)c(N)c(Br)c1
0_43,random,4A_4B,0.5,0.5,2.199105032957676,6.073346733523577,-3.111623369678939,1.6363455275064547,OB(O)c1cc(F)c(B(O)O)cc1F,CCOC(=O)c1cc(Br)c(N)c(Br)c1
